news_title,news_content,news_source,news_pubtime,news_url
"OLYMPICS-As world grapples with pandemic, Tokyo 2020's Twitter account puts on a happy face",The official Tokyo 2020 Olympics and Paralympics Games Twitter account offers no inkling that the novel coronavirus pandemic has threatened the Games - and the account's cheery tone is prompting sarcastic online replies. Japanese officials insist the ...,Yahoo News,2020/3/13,https://news.yahoo.com/olympics-world-grapples-pandemic-tokyo-070741694.html
Big crowds force HOC to suspend Olympic torch relay in Greece,"The Hellenic Olympic Committee (HOC) decided to suspend the remainder of the Olympic Torch relay through the country to avoid attracting crowds because of coronavirus, it said on Friday. The Tokyo 2020 Olympics torch relay got under way on Thursday when t...",Yahoo News,2020/3/13,https://news.yahoo.com/big-crowds-force-hoc-suspend-130625534.html
Trump 'Postpone' Idea Shot Down by Japanese Olympic Minister,TOKYO (AP) ！ President Donald Trump's suggestion to postpone the Tokyo Olympics for a year because of the spreading coronavirus was...,Breitbart.com,2020/3/13,https://www.breitbart.com/sports/2020/03/13/trump-postpone-idea-shot-down-by-japanese-olympic-minister/
Athletics-Semenya switches to 200m in Tokyo Olympics bid,"South African middle distance athlete Caster Semenya is aiming to run in the 200 metres at the 2020 Tokyo Olympics, competing over a distance that would allow her to avoid World Athletics regulations limiting her testosterone levels. Semenya is a double O...",Yahoo News,2020/3/13,https://news.yahoo.com/athletics-semenya-switches-200m-tokyo-202757541.html
Athletics-'Supernatural' Semenya confident of 200m success,Caster Semenya is confident she will book her Tokyo Olympics ticket by qualifying for the 200 metres after switching to the sprint distance in a bid to avoid World Athletics regulations aimed at lowering her testosterone. Semenya is a double Olympic gold ...,Yahoo News,2020/3/14,https://news.yahoo.com/athletics-supernatural-semenya-confident-200m-145335513.html
Japan's Prime Minister Shinzo Abe Says 2020 Tokyo Olympics Will Go Ahead,Japanese Prime Minister Shinzo Abe has said the 2020 Tokyo Olympics will go ahead as planned despite the sporting world having been almost shut down because of the coronavirus pandemic......,Bleacher Report,2020/3/14,https://bleacherreport.com/articles/2880929-japans-prime-minister-shinzo-abe-says-2020-tokyo-olympics-will-go-ahead
Abe insists Olympics are a go,Olympics: Japanese Prime Minister Shinzo Abe insists the Olympic Games will go ahead in Tokyo despite the spread of coronavirus....,news.com.au,2020/3/14,https://www.news.com.au/sport/more-sports/abe-insists-olympics-are-a-go/video/51016d654dd97a3376bf00247f795208
Games-India duo ready to put Olympic dream ahead of coronavirus concerns,Indian shooter Mairaj Ahmad Khan and javelin thrower Shivpal Singh say competing at this summer's Tokyo Olympics is their top priority despite concerns about the health risks to athletes from the coronavirus outbreak. The number of coronavirus infecti...,Yahoo News,2020/3/15,https://news.yahoo.com/games-india-duo-ready-put-061100457.html
New Olympic look amid virus crisis,"With less than five months to go before the Tokyo Olympics, International Olympic Committee (IOC) President Thomas Bach is planning emergency talks with member organisations, sources close to the IOC said on Sunday....",news.com.au,2020/3/15,https://www.news.com.au/sport/olympics/tokyo-olympics-doubt-remains-amid-coronavirus-fears/news-story/78e92e5fb3233ccdafbf64d381d93e77
'Don't sacrifice lives': doubts grow in Japan over Tokyo Olympics,"Doubts are growing in Japan about the Tokyo Olympics, with growing opposition to holding them as scheduled and some urging officials not to risk lives by pressing ahead during the coronavirus emergency. Officials like Japanese Prime Minister Shinzo Abe an...",Yahoo News,2020/3/16,https://news.yahoo.com/dont-sacrifice-lives-doubts-grow-japan-over-tokyo-064030827--oly.html
IOC official says no deadline for decision on Olympics,The leader of the IOC's coordination commission for the Tokyo Olympics said there is no May deadline to cancel the games and he remains confident the event will go ahead despite sports coming to a virtual standstill globally amid the coronavirus outbr...,Yahoo News,2020/3/16,https://news.yahoo.com/ioc-official-says-no-deadline-113651716.html
Tokyo Olympics unlikely 'to go ahead as scheduled',Sky News presenter Tim Gilbert says many governments will refuse to send their athletes to this year's Tokyo Olympics unless the event is rescheduled to a time when the world isn't stricken by the coronavirus outbreak. Japan Prime Minister Shinzo ...,news.com.au,2020/3/16,https://www.news.com.au/national/tokyo-olympics-unlikely-to-go-ahead-as-scheduled/video/c627a377823861e4ff4997b1b01b73aa
Olympics-Tokyo 2020 Games handover ceremony stripped down to bare bones,"The Tokyo 2020 Olympics flame handover ceremony in Athens this week will be a scaled-down event with only a few Tokyo Games officials and torch bearers inside the stadium to protect everyone from the coronavirus, the Hellenic Olympic Committee said on Mon...",Yahoo News,2020/3/16,https://news.yahoo.com/olympics-tokyo-2020-games-handover-140120635.html
IOC Official Says No Deadline for Decision on Olympics,SYDNEY (AP) ！ The leader of the IOC's coordination commission for the Tokyo Olympics said there is no May deadline to cancel the games...,Breitbart.com,2020/3/16,https://www.breitbart.com/sports/2020/03/16/ioc-official-says-no-deadline-for-decision-on-olympics/
Report: IOC Staging 2020 Tokyo Olympics Behind Closed Doors Is 'Not an Option',The International Olympic Committee reportedly has ruled out staging the 2020 Tokyo Olympics behind closed doors and described the suggestion of holding the Games without spectators as...,Bleacher Report,2020/3/16,https://bleacherreport.com/articles/2881245-report-ioc-staging-2020-tokyo-olympics-behind-closed-doors-is-not-an-option
Exclusive: Coronavirus peak must be past by end-May for Tokyo Games to happen on time - French Olympic Committee chief,French Olympic Committee (CNOSF) president Denis Masseglia said on Monday that the coronavirus pandemic needed to be beyond its peak by the end of May for the Tokyo Olympics to go according to schedule. "My feeling is that if we're still in the cr...,Yahoo News,2020/3/16,https://news.yahoo.com/exclusive-coronavirus-peak-must-past-184926518.html
Olympics-UK athletics tells athletes to avoid overseas training camps-The Times,"UK Athletics has advised its athletes preparing for the Tokyo Olympics not to go abroad for training camps due to concerns about the coronavirus outbreak, The Times has reported. Interim UK Athletics chief executive Nic Coward told athletes and staff on F...",Yahoo News,2020/3/17,https://news.yahoo.com/olympics-uk-athletics-tells-athletes-035035986.html
Tokyo 1940: The Games that became the 'Missing Olympics',Fears are growing that this year's Olympics may be postponed or axed because of the coronavirus pandemic but Japan has been here before -- the cancelled summer Games of 1940 were also due to be hosted in Tokyo. Japan's military aggression in Asia ...,Yahoo News,2020/3/17,https://news.yahoo.com/tokyo-1940-games-became-missing-olympics-040046806--oly.html
"Abe could be big loser if Tokyo Olympics canceled, postponed",Japanese Prime Minister Shinzo Abe might be the biggest loser if the Tokyo Olympics don't go off as planned in just over four months. Abe has attached himself to the success of the Olympics since pushing hard for Tokyo's selection at an IOC meetin...,Yahoo News,2020/3/17,https://news.yahoo.com/abe-could-big-loser-tokyo-055129354.html
Olympics-Australia bans public from athletes base due to coronavirus,Australian authorities have banned the public from the national sports institute in Canberra as part of efforts to reduce the risk of athletes contracting the coronavirus in the leadup to the Tokyo Olympics. The curbs at the Australian Institute of Sports...,Yahoo News,2020/3/17,https://news.yahoo.com/olympics-australia-bans-public-athletes-082351996.html
The Latest: Diamond League calls off first 3 meets of season,"The Kosovo judo team has been self-isolating as it prepares for the Tokyo Olympics. Olympic champion Majlinda Kelmendi, four other judokas and five staff members have closed themselves in at a training center in Peja, 85 kilometers (50 miles) west of Pris...",Yahoo News,2020/3/17,https://news.yahoo.com/latest-diamond-league-calls-off-095924351.html
Japan PM Shinzo Abe Could Be Big Loser if Tokyo Olympics Canceled,Japanese Prime Minister Shinzo Abe might be the biggest loser if the Tokyo Olympics don't go off as planned....,The Quint,2020/3/17,https://www.thequint.com/sports/olympic-sports/shinzo-abe-has-most-at-stake-if-tokyo-olympics-cancelled
"Gopichand Academy Shut, Olympics-Bound Players¨ Training Suspended",PV Sindhu and Sai Praneeth are assured of a spot in the Tokyo Olympics but they have nowhere to train....,The Quint,2020/3/17,https://www.thequint.com/sports/olympic-sports/gopichand-academy-shut-where-do-pv-sindhu-and-sai-praneeth-train-for-olympics
"Olympics Status Check: On, But With a High Chance of Cancellation","The Tokyo Olympics are on, as of now. But, if coronavirus' spread persists, is a cancellation on the cards?...",The Quint,2020/3/17,https://www.thequint.com/sports/olympic-sports/watch-video-tokyo-olympics-cancellation-chances-postponement
Olympic Committee says they're still 'fully committed' to Toyko games this summer,"The International Olympic Committee (IOC) said on Tuesday that it's still ""fully committed"" to the Tokyo Olympics slated to start at the end of July, despite the ongoing spread of the coronavirus worldwide....",The Hill,2020/3/17,https://thehill.com/policy/international/487999-olympic-committee-says-theyre-still-fully-committed-to-toyko-games-this-summer
International Olympic Committee 'remains fully committed to the Olympic Games' despite coronavirus,The IOC intends to make sure the 2020 Tokyo Olympics proceed as planned....,Yahoo News,2020/3/17,https://news.yahoo.com/international-olympic-committee-remains-fully-committed-to-the-olympic-games-in-2020-161833750.html
Olympics-Spain committee says would prefer postponed Tokyo Olympics to prevent 'inequality',Spain's Olympic Committee (COE) president Alejandro Blanco said he would prefer this summer's Tokyo Olympics to be postponed because his country's athletes are unable to train due to the coronavirus pandemic. The Olympics are scheduled to be h...,Yahoo News,2020/3/17,https://news.yahoo.com/olympics-spain-committee-says-prefer-170818118.html
Steve Kerr Says Team USA Coaches Still Plan on Tokyo Olympics Amid Coronavirus,"Team USA men's basketball's coaching staff is still preparing as if the 2020 Summer Olympics, which are scheduled to begin in Tokyo on July 24, will happen in the midst of the ongoing coronavirus pandemic......",Bleacher Report,2020/3/18,https://bleacherreport.com/articles/2881641-steve-kerr-says-team-usa-coaches-still-plan-on-tokyo-olympics-amid-coronavirus
Kerr says USA Basketball still planning for Tokyo 2020,"The USA Basketball coaching staff for the Tokyo Olympics is still preparing as if there will be a gold medal to try and defend this summer, even in highly uncertain times caused by the global coronavirus pandemic. U.S. men's assistant coach Steve Kerr...",Yahoo News,2020/3/18,https://news.yahoo.com/kerr-says-usa-basketball-still-031201551.html
What Are The Chances of The Tokyo Olympics Being Moved to 2021?,"Most likely, the IOC will go for a postponement of the Tokyo Olympics to 2021....",The Quint,2020/3/18,https://www.thequint.com/sports/olympic-sports/tokyo-olympics-chances-of-postponing-to-2021-coronavirus
